image_name,image_path,pred_cg3,pred_llgc,pred_manifold,label,confidence
image_1035_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1035_label_frog.png,frog,frog,frog,frog,0.8092
image_1036_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1036_label_ship.png,ship,ship,ship,ship,0.9482
image_1037_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1037_label_automobile.png,automobile,automobile,automobile,automobile,0.9530
image_1038_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1038_label_frog.png,frog,frog,frog,frog,0.8679
image_1039_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1039_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_103_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_103_label_frog.png,frog,frog,frog,frog,0.8672
image_1040_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1040_label_bird.png,bird,bird,bird,bird,0.9184
image_1041_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1041_label_cat.png,cat,cat,cat,cat,0.8509
image_1042_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1042_label_horse.png,horse,horse,horse,horse,0.9417
image_1043_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1043_label_truck.png,truck,truck,truck,truck,0.9449
image_1044_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1044_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_1045_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1045_label_truck.png,truck,truck,truck,truck,0.9430
image_1046_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1046_label_horse.png,horse,horse,horse,horse,0.9396
image_1047_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1047_label_frog.png,frog,frog,frog,frog,0.8688
image_1048_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1048_label_cat.png,cat,cat,cat,cat,0.3998
image_1049_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1049_label_truck.png,truck,truck,truck,truck,0.9453
image_104_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_104_label_frog.png,frog,frog,frog,frog,0.8688
image_1050_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1050_label_bird.png,bird,bird,bird,bird,0.9217
image_1051_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1051_label_frog.png,frog,frog,frog,frog,0.8584
image_1052_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1052_label_automobile.png,automobile,automobile,automobile,automobile,0.9639
image_1053_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1053_label_frog.png,frog,frog,frog,frog,0.8665
image_1054_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1054_label_horse.png,horse,horse,horse,horse,0.9332
image_1055_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1055_label_cat.png,deer,cat,deer,deer,0.8622
image_1056_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1056_label_ship.png,ship,ship,ship,ship,0.9482
image_1057_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1057_label_cat.png,cat,cat,cat,cat,0.5744
image_1058_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1058_label_ship.png,ship,ship,ship,ship,0.9212
image_1059_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1059_label_cat.png,cat,cat,cat,cat,0.8195
image_105_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_105_label_automobile.png,automobile,automobile,automobile,automobile,0.9639
image_1060_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1060_label_ship.png,ship,ship,ship,ship,0.9482
image_1061_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1061_label_dog.png,dog,dog,dog,dog,0.8771
image_1062_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1062_label_truck.png,truck,truck,truck,truck,0.9457
image_1063_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1063_label_frog.png,frog,frog,frog,frog,0.7746
image_1064_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1064_label_automobile.png,automobile,automobile,automobile,automobile,0.9639
image_1065_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1065_label_bird.png,bird,bird,bird,bird,0.9220
image_1066_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1066_label_dog.png,dog,dog,dog,dog,0.9068
image_1067_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1067_label_bird.png,bird,bird,bird,bird,0.9220
image_1068_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1068_label_automobile.png,automobile,automobile,automobile,automobile,0.9639
image_1069_label_deer.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1069_label_deer.png,deer,deer,deer,deer,0.9015
image_106_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_106_label_ship.png,ship,ship,ship,ship,0.9482
image_1070_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1070_label_cat.png,bird,cat,bird,bird,0.8815
image_1071_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1071_label_horse.png,horse,horse,horse,horse,0.9410
image_1072_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1072_label_dog.png,dog,dog,dog,dog,0.7291
image_1073_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1073_label_truck.png,truck,truck,truck,truck,0.9454
image_1074_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1074_label_cat.png,cat,cat,cat,cat,0.8828
image_1075_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1075_label_truck.png,truck,truck,truck,truck,0.9434
image_1076_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1076_label_cat.png,cat,cat,cat,cat,0.8756
image_1077_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1077_label_bird.png,deer,bird,deer,deer,0.3655
image_1078_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1078_label_truck.png,truck,truck,truck,truck,0.9319
image_1079_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1079_label_automobile.png,automobile,automobile,automobile,automobile,0.9636
image_107_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_107_label_dog.png,cat,dog,dog,dog,0.4428
image_1080_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1080_label_ship.png,ship,ship,ship,ship,0.8123
image_1081_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1081_label_dog.png,dog,dog,dog,dog,0.9067
image_1082_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1082_label_truck.png,truck,truck,truck,truck,0.9433
image_1083_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1083_label_horse.png,horse,horse,horse,horse,0.9346
image_1084_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1084_label_bird.png,bird,bird,bird,bird,0.9220
image_1085_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1085_label_frog.png,frog,frog,frog,frog,0.8529
image_1086_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1086_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_1087_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1087_label_ship.png,ship,ship,ship,ship,0.9482
image_1088_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1088_label_dog.png,dog,dog,dog,dog,0.9014
image_1089_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1089_label_horse.png,horse,horse,horse,horse,0.8262
image_108_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_108_label_bird.png,bird,bird,bird,bird,0.9084
image_1090_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1090_label_automobile.png,automobile,automobile,automobile,automobile,0.9627
image_1091_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1091_label_dog.png,dog,dog,dog,dog,0.5209
image_1092_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1092_label_ship.png,ship,ship,ship,ship,0.9481
image_1093_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1093_label_dog.png,dog,dog,dog,dog,0.9068
image_1094_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1094_label_horse.png,horse,horse,horse,horse,0.9416
image_1095_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1095_label_automobile.png,automobile,automobile,automobile,automobile,0.9633
image_1096_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1096_label_dog.png,dog,dog,dog,dog,0.9068
image_1097_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1097_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_1098_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1098_label_cat.png,cat,cat,cat,cat,0.8781
image_1099_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1099_label_truck.png,truck,truck,truck,truck,0.9454
image_109_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_109_label_truck.png,truck,truck,truck,truck,0.9453
image_10_label_deer.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_10_label_deer.png,frog,deer,frog,frog,0.3565
image_1100_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1100_label_cat.png,cat,cat,cat,cat,0.8697
image_1101_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1101_label_frog.png,frog,frog,frog,frog,0.8627
image_1102_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1102_label_truck.png,truck,truck,truck,truck,0.9381
image_1103_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1103_label_automobile.png,automobile,automobile,automobile,automobile,0.9639
image_1104_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1104_label_cat.png,cat,cat,cat,cat,0.8801
image_1105_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1105_label_truck.png,truck,truck,truck,truck,0.9366
image_1106_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1106_label_ship.png,ship,ship,ship,ship,0.9482
image_1107_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1107_label_bird.png,bird,bird,bird,bird,0.9211
image_1108_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1108_label_bird.png,bird,bird,bird,bird,0.9212
image_1109_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1109_label_cat.png,dog,cat,dog,dog,0.8619
image_110_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_110_label_truck.png,truck,truck,truck,truck,0.9333
image_1110_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1110_label_bird.png,bird,bird,bird,bird,0.9173
image_1111_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1111_label_dog.png,dog,dog,dog,dog,0.9068
image_1112_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1112_label_truck.png,automobile,truck,automobile,automobile,0.8593
image_1113_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1113_label_horse.png,horse,horse,horse,horse,0.9369
image_1114_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1114_label_truck.png,truck,truck,truck,truck,0.9432
image_1115_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1115_label_truck.png,truck,truck,truck,truck,0.9458
image_1116_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1116_label_ship.png,ship,ship,ship,ship,0.9449
image_1117_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1117_label_truck.png,truck,truck,truck,truck,0.9459
image_1118_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1118_label_horse.png,deer,horse,deer,deer,0.3003
image_1119_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1119_label_airplane.png,airplane,airplane,airplane,airplane,0.9377
image_111_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_111_label_ship.png,ship,ship,ship,ship,0.7669
image_1120_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1120_label_cat.png,cat,cat,cat,cat,0.6107
image_1121_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1121_label_cat.png,cat,cat,cat,cat,0.8726
image_1122_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1122_label_bird.png,deer,bird,deer,deer,0.5186
image_1123_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1123_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_1124_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1124_label_cat.png,frog,cat,frog,frog,0.5140
image_1125_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1125_label_horse.png,horse,horse,horse,horse,0.9416
image_1126_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1126_label_frog.png,frog,frog,frog,frog,0.8005
image_1127_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1127_label_cat.png,cat,cat,cat,cat,0.8003
image_1128_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1128_label_cat.png,cat,cat,cat,cat,0.8773
image_1129_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1129_label_bird.png,bird,bird,bird,bird,0.9215
image_112_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_112_label_automobile.png,automobile,automobile,automobile,automobile,0.9639
image_1130_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1130_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_1131_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1131_label_frog.png,frog,frog,frog,frog,0.8689
image_1132_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1132_label_frog.png,frog,frog,frog,frog,0.8564
image_1133_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1133_label_dog.png,dog,dog,dog,dog,0.9068
image_1134_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1134_label_dog.png,dog,dog,dog,dog,0.8685
image_1135_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1135_label_horse.png,horse,horse,horse,horse,0.9382
image_1136_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1136_label_dog.png,dog,dog,dog,dog,0.9064
image_1137_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1137_label_truck.png,truck,truck,truck,truck,0.9445
image_1138_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1138_label_ship.png,ship,ship,ship,ship,0.9385
image_1139_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1139_label_bird.png,bird,bird,bird,bird,0.9220
image_113_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_113_label_horse.png,horse,horse,horse,horse,0.8120
image_1140_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1140_label_truck.png,truck,truck,truck,truck,0.8727
image_1141_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1141_label_ship.png,ship,ship,ship,ship,0.9481
image_1142_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1142_label_airplane.png,airplane,airplane,airplane,airplane,0.9462
image_1143_label_deer.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1143_label_deer.png,deer,deer,deer,deer,0.9120
image_1144_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1144_label_airplane.png,airplane,airplane,airplane,airplane,0.9463
image_1145_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1145_label_automobile.png,automobile,automobile,automobile,automobile,0.9637
image_1146_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1146_label_bird.png,bird,bird,bird,bird,0.9214
image_1147_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1147_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_1148_label_deer.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1148_label_deer.png,deer,deer,deer,deer,0.9068
image_1149_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1149_label_horse.png,horse,horse,horse,horse,0.9298
image_114_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_114_label_horse.png,horse,horse,horse,horse,0.9407
image_1150_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1150_label_cat.png,cat,cat,cat,cat,0.7430
image_1151_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1151_label_ship.png,ship,ship,ship,ship,0.9482
image_1152_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1152_label_dog.png,dog,dog,dog,dog,0.9068
image_1153_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1153_label_automobile.png,automobile,automobile,automobile,automobile,0.9639
image_1154_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1154_label_frog.png,frog,frog,frog,frog,0.8128
image_1155_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1155_label_frog.png,frog,frog,frog,frog,0.8620
image_1156_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1156_label_dog.png,dog,dog,dog,dog,0.9068
image_1157_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1157_label_dog.png,dog,dog,dog,dog,0.9068
image_1158_label_deer.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1158_label_deer.png,deer,deer,deer,deer,0.9080
image_1159_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1159_label_frog.png,frog,frog,frog,frog,0.8407
image_115_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_115_label_airplane.png,airplane,airplane,airplane,airplane,0.9472
image_1160_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1160_label_cat.png,cat,cat,cat,cat,0.8828
image_1161_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1161_label_frog.png,frog,frog,frog,frog,0.8475
image_1162_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1162_label_ship.png,ship,ship,ship,ship,0.9482
image_1163_label_bird.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1163_label_bird.png,bird,bird,bird,bird,0.9218
image_1164_label_cat.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1164_label_cat.png,cat,cat,cat,cat,0.8292
image_1165_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1165_label_horse.png,horse,horse,horse,horse,0.9313
image_1166_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1166_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_1167_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1167_label_horse.png,horse,horse,horse,horse,0.7771
image_1168_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1168_label_airplane.png,airplane,airplane,airplane,airplane,0.9474
image_1169_label_deer.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1169_label_deer.png,deer,deer,deer,deer,0.9125
image_116_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_116_label_airplane.png,airplane,airplane,airplane,airplane,0.9473
image_1170_label_automobile.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1170_label_automobile.png,automobile,automobile,automobile,automobile,0.9629
image_1171_label_truck.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1171_label_truck.png,truck,truck,truck,truck,0.9382
image_1172_label_dog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1172_label_dog.png,dog,dog,dog,dog,0.9068
image_1173_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1173_label_horse.png,horse,horse,horse,horse,0.9402
image_1174_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1174_label_ship.png,ship,ship,ship,ship,0.9481
image_1175_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1175_label_frog.png,frog,frog,frog,frog,0.8604
image_1176_label_frog.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1176_label_frog.png,frog,frog,frog,frog,0.8585
image_1177_label_ship.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1177_label_ship.png,ship,ship,ship,ship,0.8893
image_1178_label_airplane.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1178_label_airplane.png,airplane,airplane,airplane,airplane,0.9463
image_1179_label_horse.png,/home/smallb/models/img_classfication_testAcc/data/custom/images3/image_1179_label_horse.png,horse,horse,horse,horse,0.9248
