filename,class
image_463_label_bird.png,bird
image_464_label_frog.png,frog
image_465_label_ship.png,ship
image_466_label_automobile.png,automobile
image_467_label_airplane.png,airplane
image_468_label_airplane.png,airplane
image_469_label_horse.png,horse
image_470_label_horse.png,horse
image_471_label_dog.png,dog
image_472_label_truck.png,truck
image_473_label_frog.png,frog
image_474_label_bird.png,bird
image_475_label_ship.png,ship
image_476_label_cat.png,cat
image_477_label_deer.png,deer
image_478_label_horse.png,horse
image_479_label_cat.png,cat
image_480_label_truck.png,truck
image_481_label_airplane.png,airplane
image_482_label_automobile.png,automobile
image_483_label_bird.png,bird
image_484_label_deer.png,deer
image_485_label_ship.png,ship
image_486_label_automobile.png,automobile
image_487_label_ship.png,ship
image_488_label_frog.png,frog
image_489_label_deer.png,deer
image_490_label_deer.png,deer
image_491_label_dog.png,dog
image_492_label_horse.png,horse
image_493_label_automobile.png,automobile
image_494_label_cat.png,cat
image_495_label_truck.png,truck
image_496_label_ship.png,ship
image_497_label_airplane.png,airplane
image_498_label_automobile.png,automobile
image_499_label_horse.png,horse
image_500_label_dog.png,dog
image_501_label_ship.png,ship
image_502_label_bird.png,bird
image_503_label_ship.png,ship
image_504_label_airplane.png,airplane
image_505_label_deer.png,deer
image_506_label_automobile.png,automobile
image_507_label_ship.png,ship
image_508_label_truck.png,truck
image_509_label_ship.png,ship
image_510_label_bird.png,bird
image_511_label_truck.png,truck
image_512_label_truck.png,truck
image_513_label_bird.png,bird
image_514_label_horse.png,horse
image_515_label_dog.png,dog
image_516_label_horse.png,horse
image_517_label_cat.png,cat
image_518_label_ship.png,ship
image_519_label_ship.png,ship
image_520_label_deer.png,deer
image_521_label_deer.png,deer
image_522_label_bird.png,bird
image_523_label_horse.png,horse
image_524_label_automobile.png,automobile
image_525_label_frog.png,frog
image_526_label_deer.png,deer
image_527_label_airplane.png,airplane
image_528_label_deer.png,deer
image_529_label_frog.png,frog
image_530_label_truck.png,truck
image_531_label_horse.png,horse
image_532_label_frog.png,frog
image_533_label_bird.png,bird
image_534_label_dog.png,dog
image_535_label_dog.png,dog
image_536_label_automobile.png,automobile
image_537_label_horse.png,horse
image_538_label_bird.png,bird
image_539_label_bird.png,bird
image_540_label_bird.png,bird
image_541_label_truck.png,truck
image_542_label_dog.png,dog
image_543_label_deer.png,deer
image_544_label_bird.png,bird
image_545_label_horse.png,horse
image_546_label_ship.png,ship
image_547_label_automobile.png,automobile
image_548_label_cat.png,cat
image_549_label_deer.png,deer
image_550_label_cat.png,cat
image_551_label_horse.png,horse
image_552_label_frog.png,frog
image_553_label_truck.png,truck
image_554_label_ship.png,ship
image_555_label_airplane.png,airplane
image_556_label_frog.png,frog
image_557_label_airplane.png,airplane
image_558_label_bird.png,bird
image_559_label_bird.png,bird
image_560_label_bird.png,bird
image_561_label_automobile.png,automobile
image_562_label_ship.png,ship
image_563_label_deer.png,deer
image_564_label_airplane.png,airplane
image_565_label_automobile.png,automobile
image_566_label_ship.png,ship
image_567_label_ship.png,ship
image_568_label_automobile.png,automobile
image_569_label_dog.png,dog
image_570_label_horse.png,horse
image_571_label_frog.png,frog
image_572_label_deer.png,deer
image_573_label_dog.png,dog
image_574_label_ship.png,ship
image_575_label_horse.png,horse
image_576_label_automobile.png,automobile
image_577_label_truck.png,truck
image_578_label_automobile.png,automobile
image_579_label_truck.png,truck
image_580_label_ship.png,ship
image_581_label_deer.png,deer
image_582_label_horse.png,horse
image_583_label_cat.png,cat
image_584_label_ship.png,ship
image_585_label_ship.png,ship
image_586_label_bird.png,bird
image_587_label_frog.png,frog
image_588_label_frog.png,frog
image_589_label_horse.png,horse
image_590_label_automobile.png,automobile
image_591_label_frog.png,frog
image_592_label_ship.png,ship
image_593_label_automobile.png,automobile
image_594_label_truck.png,truck
image_595_label_horse.png,horse
image_596_label_ship.png,ship
image_597_label_cat.png,cat
image_598_label_airplane.png,airplane
image_599_label_automobile.png,automobile
image_600_label_airplane.png,airplane
image_601_label_ship.png,ship
image_602_label_ship.png,ship
image_603_label_cat.png,cat
image_604_label_airplane.png,airplane
image_605_label_airplane.png,airplane
image_606_label_automobile.png,automobile
image_607_label_dog.png,dog
image_608_label_airplane.png,airplane
image_609_label_ship.png,ship
image_610_label_ship.png,ship
image_611_label_horse.png,horse
image_612_label_truck.png,truck
image_613_label_truck.png,truck
image_614_label_airplane.png,airplane
image_615_label_truck.png,truck
image_616_label_deer.png,deer
image_617_label_automobile.png,automobile
image_618_label_cat.png,cat
image_619_label_frog.png,frog
image_620_label_frog.png,frog
image_621_label_deer.png,deer
image_622_label_deer.png,deer
image_623_label_horse.png,horse
image_624_label_dog.png,dog
image_625_label_frog.png,frog
image_626_label_airplane.png,airplane
image_627_label_ship.png,ship
image_628_label_airplane.png,airplane
image_629_label_cat.png,cat
image_630_label_bird.png,bird
image_631_label_ship.png,ship
image_632_label_deer.png,deer
image_633_label_frog.png,frog
image_634_label_truck.png,truck
image_635_label_truck.png,truck
image_636_label_horse.png,horse
image_637_label_airplane.png,airplane
image_638_label_cat.png,cat
image_639_label_cat.png,cat
image_640_label_frog.png,frog
image_641_label_horse.png,horse
image_642_label_deer.png,deer
image_643_label_truck.png,truck
image_644_label_automobile.png,automobile
image_645_label_frog.png,frog
image_646_label_bird.png,bird
image_647_label_horse.png,horse
image_648_label_bird.png,bird
image_649_label_bird.png,bird
image_650_label_airplane.png,airplane
image_651_label_frog.png,frog
image_652_label_horse.png,horse
image_653_label_dog.png,dog
image_654_label_horse.png,horse
image_655_label_frog.png,frog
image_656_label_ship.png,ship
image_657_label_truck.png,truck
image_658_label_airplane.png,airplane
image_659_label_truck.png,truck
image_660_label_deer.png,deer
image_661_label_deer.png,deer
image_662_label_horse.png,horse
image_663_label_airplane.png,airplane
image_664_label_truck.png,truck
image_665_label_deer.png,deer
image_666_label_truck.png,truck
image_667_label_frog.png,frog
image_668_label_truck.png,truck
image_669_label_deer.png,deer
image_670_label_dog.png,dog
image_671_label_horse.png,horse
image_672_label_truck.png,truck
image_673_label_bird.png,bird
image_674_label_deer.png,deer
image_675_label_dog.png,dog
image_676_label_automobile.png,automobile
image_677_label_deer.png,deer
image_678_label_cat.png,cat
image_679_label_truck.png,truck
image_680_label_frog.png,frog
image_681_label_dog.png,dog
image_682_label_frog.png,frog
image_683_label_truck.png,truck
image_684_label_cat.png,cat
image_685_label_cat.png,cat
image_686_label_dog.png,dog
image_687_label_airplane.png,airplane
image_688_label_horse.png,horse
image_689_label_bird.png,bird
image_690_label_automobile.png,automobile
image_691_label_cat.png,cat
image_692_label_frog.png,frog
image_693_label_deer.png,deer
image_694_label_airplane.png,airplane
image_695_label_airplane.png,airplane
image_696_label_bird.png,bird
image_697_label_dog.png,dog
image_698_label_airplane.png,airplane
image_699_label_automobile.png,automobile
image_700_label_airplane.png,airplane
image_701_label_bird.png,bird
image_702_label_cat.png,cat
image_703_label_truck.png,truck
image_704_label_ship.png,ship
image_705_label_deer.png,deer
image_706_label_truck.png,truck
image_707_label_ship.png,ship
image_708_label_airplane.png,airplane
image_709_label_bird.png,bird
image_710_label_frog.png,frog
image_711_label_deer.png,deer
image_712_label_deer.png,deer
image_713_label_airplane.png,airplane
image_714_label_automobile.png,automobile
image_715_label_ship.png,ship
image_716_label_ship.png,ship
image_717_label_cat.png,cat
image_718_label_frog.png,frog
image_719_label_truck.png,truck
image_720_label_frog.png,frog
image_721_label_frog.png,frog
image_722_label_horse.png,horse
image_723_label_ship.png,ship
image_724_label_bird.png,bird
image_725_label_deer.png,deer
image_726_label_dog.png,dog
image_727_label_horse.png,horse
image_728_label_frog.png,frog
image_729_label_dog.png,dog
image_730_label_cat.png,cat
image_731_label_airplane.png,airplane
image_732_label_dog.png,dog
image_733_label_airplane.png,airplane
image_734_label_dog.png,dog
image_735_label_airplane.png,airplane
image_736_label_ship.png,ship
image_737_label_bird.png,bird
image_738_label_frog.png,frog
image_739_label_horse.png,horse
image_740_label_cat.png,cat
image_741_label_ship.png,ship
image_742_label_bird.png,bird
image_743_label_automobile.png,automobile
image_744_label_horse.png,horse
image_745_label_frog.png,frog
image_746_label_horse.png,horse
image_747_label_automobile.png,automobile
image_748_label_airplane.png,airplane
image_749_label_truck.png,truck
image_750_label_dog.png,dog
image_751_label_dog.png,dog
image_752_label_airplane.png,airplane
image_753_label_automobile.png,automobile
image_754_label_horse.png,horse
image_755_label_frog.png,frog
image_756_label_truck.png,truck
image_757_label_airplane.png,airplane
image_758_label_deer.png,deer
image_759_label_horse.png,horse
image_760_label_horse.png,horse
image_761_label_automobile.png,automobile
image_762_label_dog.png,dog
image_763_label_truck.png,truck
image_764_label_deer.png,deer
image_765_label_airplane.png,airplane
image_766_label_ship.png,ship
image_767_label_dog.png,dog
image_768_label_truck.png,truck
image_769_label_truck.png,truck
image_770_label_frog.png,frog
image_771_label_horse.png,horse
image_772_label_automobile.png,automobile
image_773_label_ship.png,ship
image_774_label_cat.png,cat
image_775_label_bird.png,bird
image_776_label_cat.png,cat
image_777_label_ship.png,ship
image_778_label_bird.png,bird
image_779_label_bird.png,bird
image_780_label_deer.png,deer
image_781_label_frog.png,frog
image_782_label_airplane.png,airplane
image_783_label_airplane.png,airplane
image_784_label_dog.png,dog
image_785_label_cat.png,cat
image_786_label_ship.png,ship
image_787_label_bird.png,bird
image_788_label_cat.png,cat
image_789_label_horse.png,horse
image_790_label_bird.png,bird
image_791_label_truck.png,truck
image_792_label_cat.png,cat
image_793_label_ship.png,ship
image_794_label_horse.png,horse
image_795_label_ship.png,ship
image_796_label_bird.png,bird
image_797_label_horse.png,horse
image_798_label_truck.png,truck
image_799_label_airplane.png,airplane
image_800_label_bird.png,bird
image_801_label_cat.png,cat
image_802_label_bird.png,bird
image_803_label_bird.png,bird
image_804_label_bird.png,bird
image_805_label_cat.png,cat
image_806_label_cat.png,cat
image_807_label_frog.png,frog
image_808_label_bird.png,bird
image_809_label_cat.png,cat
image_810_label_bird.png,bird
image_811_label_ship.png,ship
image_812_label_airplane.png,airplane
image_813_label_dog.png,dog
image_814_label_dog.png,dog
image_815_label_automobile.png,automobile
image_816_label_deer.png,deer
image_817_label_dog.png,dog
image_818_label_frog.png,frog
image_819_label_frog.png,frog
image_820_label_bird.png,bird
image_821_label_horse.png,horse
image_822_label_airplane.png,airplane
image_823_label_automobile.png,automobile
image_824_label_horse.png,horse
image_825_label_horse.png,horse
image_826_label_ship.png,ship
image_827_label_bird.png,bird
image_828_label_truck.png,truck
image_829_label_bird.png,bird
image_830_label_bird.png,bird
image_831_label_deer.png,deer
image_832_label_bird.png,bird
image_833_label_automobile.png,automobile
image_834_label_automobile.png,automobile
image_835_label_automobile.png,automobile
image_836_label_frog.png,frog
image_837_label_frog.png,frog
image_838_label_frog.png,frog
image_839_label_dog.png,dog
image_840_label_automobile.png,automobile
image_841_label_automobile.png,automobile
image_842_label_horse.png,horse
image_843_label_airplane.png,airplane
image_844_label_deer.png,deer
image_845_label_cat.png,cat
image_846_label_cat.png,cat
image_847_label_horse.png,horse
image_848_label_automobile.png,automobile
image_849_label_bird.png,bird
image_850_label_cat.png,cat
image_851_label_dog.png,dog
image_852_label_dog.png,dog
image_853_label_dog.png,dog
image_854_label_frog.png,frog
image_855_label_automobile.png,automobile
image_856_label_deer.png,deer
image_857_label_cat.png,cat
image_858_label_horse.png,horse
image_859_label_ship.png,ship
image_860_label_ship.png,ship
image_861_label_cat.png,cat
image_862_label_frog.png,frog
image_863_label_frog.png,frog
image_864_label_bird.png,bird
image_865_label_cat.png,cat
image_866_label_airplane.png,airplane
image_867_label_truck.png,truck
image_868_label_deer.png,deer
image_869_label_cat.png,cat
image_870_label_ship.png,ship
image_871_label_airplane.png,airplane
image_872_label_airplane.png,airplane
image_873_label_automobile.png,automobile
image_874_label_automobile.png,automobile
image_875_label_dog.png,dog
image_876_label_deer.png,deer
image_877_label_truck.png,truck
image_878_label_cat.png,cat
image_879_label_automobile.png,automobile
image_880_label_ship.png,ship
image_881_label_truck.png,truck
image_882_label_cat.png,cat
image_883_label_truck.png,truck
image_884_label_truck.png,truck
image_885_label_bird.png,bird
image_886_label_truck.png,truck
image_887_label_deer.png,deer
image_888_label_ship.png,ship
image_889_label_bird.png,bird
image_890_label_truck.png,truck
image_891_label_ship.png,ship
image_892_label_ship.png,ship
image_893_label_automobile.png,automobile
image_894_label_dog.png,dog
image_895_label_cat.png,cat
image_896_label_frog.png,frog
image_897_label_ship.png,ship
image_898_label_horse.png,horse
image_899_label_frog.png,frog
image_900_label_truck.png,truck
image_901_label_ship.png,ship
image_902_label_airplane.png,airplane
image_903_label_frog.png,frog
image_904_label_deer.png,deer
image_905_label_airplane.png,airplane
image_906_label_airplane.png,airplane
image_907_label_bird.png,bird
image_908_label_dog.png,dog
image_909_label_ship.png,ship
image_910_label_bird.png,bird
image_911_label_airplane.png,airplane
image_912_label_bird.png,bird
image_913_label_horse.png,horse
image_914_label_frog.png,frog
image_915_label_truck.png,truck
image_916_label_horse.png,horse
image_917_label_automobile.png,automobile
image_918_label_dog.png,dog
image_919_label_dog.png,dog
image_920_label_frog.png,frog
image_921_label_frog.png,frog
image_922_label_cat.png,cat
image_923_label_frog.png,frog
image_924_label_bird.png,bird
image_925_label_deer.png,deer
image_926_label_horse.png,horse
image_927_label_airplane.png,airplane
image_928_label_dog.png,dog
image_929_label_frog.png,frog
image_930_label_deer.png,deer
image_931_label_frog.png,frog
image_932_label_dog.png,dog
image_933_label_bird.png,bird
image_934_label_deer.png,deer
image_935_label_frog.png,frog
image_936_label_automobile.png,automobile
image_937_label_frog.png,frog
image_938_label_airplane.png,airplane
image_939_label_deer.png,deer
image_940_label_airplane.png,airplane
image_941_label_cat.png,cat
image_942_label_automobile.png,automobile
image_943_label_ship.png,ship
image_944_label_dog.png,dog
image_945_label_deer.png,deer
image_946_label_deer.png,deer
image_947_label_automobile.png,automobile
image_948_label_horse.png,horse
image_949_label_cat.png,cat
image_950_label_truck.png,truck
image_951_label_deer.png,deer
image_952_label_horse.png,horse
image_953_label_truck.png,truck
image_954_label_horse.png,horse
image_955_label_cat.png,cat
image_956_label_horse.png,horse
image_957_label_bird.png,bird
image_958_label_ship.png,ship
image_959_label_deer.png,deer
image_960_label_frog.png,frog
image_961_label_frog.png,frog
image_962_label_automobile.png,automobile
image_963_label_bird.png,bird
image_964_label_truck.png,truck
image_965_label_airplane.png,airplane
image_966_label_deer.png,deer
image_967_label_ship.png,ship
image_968_label_horse.png,horse
